timestamp,pump_id,pressure_in,pressure_out,vibration,temperature,rpm,flow_rate,power_consumption
2024-01-01 00:00:00,pump_001,5.392592541155188,9.525053688658945,1.5035209109165808,79.39653646354488,1826.5107094512243,43.21183777525547,15.256310293120473
2024-01-01 00:15:00,pump_001,4.111159518814899,9.786150375862443,1.658231595557999,75.19654599371732,1753.9476578838687,49.36605374167029,15.018383145947313
2024-01-01 00:30:00,pump_001,5.3573728249444725,9.5818332572684,1.0166991696344498,70.4383724296682,1766.1813283017532,55.768842695442835,14.353267400373953
2024-01-01 00:45:00,pump_001,4.883137971074137,10.077292632862283,1.2240305488661538,72.68750423400016,1742.3974829523331,50.343257285371415,14.996210008728319
2024-01-01 01:00:00,pump_001,5.35372885543219,10.838024972023339,1.4555464399505313,76.71426732890824,1991.7259534504071,54.695444718155656,15.736262438239416
2024-01-01 01:15:00,pump_001,5.388465846177414,9.460270490001157,1.2340004895946877,84.09232189190797,1946.3900786174322,47.03942939332498,14.81075680653174
2024-01-01 01:30:00,pump_001,5.803957530559579,10.70057434843789,1.255322468634255,72.57990188401861,1855.5294190013615,45.950415716054096,15.629651445345411
2024-01-01 01:45:00,pump_001,5.6767268238106015,9.452829549357178,1.3950412010770687,79.023937217637,1932.530899726774,54.24436915142524,13.744996832365429
2024-01-01 02:00:00,pump_001,5.673285831305148,9.406660951252181,1.694874399493852,73.3597177466162,1879.8461338977881,51.846327673280946,14.094159523281443
2024-01-01 02:15:00,pump_001,5.721835159583119,10.57301623284025,1.3971846669365566,75.55234377943067,1818.1271159514056,44.07201996112771,13.898519245089037
2024-01-01 02:30:00,pump_001,5.145689492407973,10.645355464605332,1.823527858341884,82.57698374631796,1649.4428658980316,45.99579541918605,14.15230294231139
2024-01-01 02:45:00,pump_001,5.01609254351842,10.595986955733858,1.2006726652021935,78.82146290710216,1773.783607987486,57.82290620528707,16.930771570059136
2024-01-01 03:00:00,pump_001,5.436408541589167,9.078941814247301,1.1244233218579642,68.79350363629521,1766.4962107981648,45.37722390265342,16.08905818966554
2024-01-01 03:15:00,pump_001,5.366040475716511,9.673834315349565,2.0779036217163402,72.13762488094204,1686.6924826907843,54.671643733629985,13.384615321973481
2024-01-01 03:30:00,pump_001,4.84546688163087,10.576092014402326,1.3026125617003466,81.2811067222068,1651.3837725393385,47.6090665138315,15.656247444612683
2024-01-01 03:45:00,pump_001,5.202411704404134,10.029079288394726,1.1067263978783521,75.70939021314247,1849.2719346567026,49.98412071616434,14.414126531027145
2024-01-01 04:00:00,pump_001,4.982451766607703,9.248415007661775,0.9773838174684509,69.25579940192068,1832.4504322370813,51.47296310471686,13.976423121792651
2024-01-01 04:15:00,pump_001,4.573033545769972,10.320822557387809,1.8225310361426816,70.9052377751314,1683.2603019932387,39.495093947502006,12.771390801416239
2024-01-01 04:30:00,pump_001,5.645230370688175,9.49963491870597,1.3976086456019823,78.51746761355587,1725.4121493563812,42.6864133228635,16.457878040730368
